,Id,LotArea,Street,Neighborhood,HouseStyle,YearBuilt,CentralAir,BedroomAbvGr,Fireplaces,GarageType,GarageYrBlt,GarageArea,PoolArea,PoolQC,Fence,SalePrice
272,273,11764,Pave,NoRidge,2Story,1999,Y,4,1,Attchd,1999.0,671,0,,,290000
273,274,9600,Pave,NAmes,1Story,1958,Y,3,1,Attchd,1958.0,338,0,,MnPrv,139000
274,275,8314,Pave,Mitchel,1Story,1982,Y,2,0,Attchd,1982.0,264,0,,,124500
275,276,7264,Pave,BrkSide,1.5Fin,1925,N,3,0,Detchd,1978.0,672,0,,,205000
276,277,9196,Pave,Mitchel,1Story,2003,Y,3,0,Attchd,2003.0,573,0,,,201000
277,278,19138,Pave,Gilbert,1Story,1951,Y,2,0,Detchd,1951.0,400,0,,,141000
278,279,14450,Pave,NridgHt,1Story,2006,Y,3,1,Attchd,2007.0,732,0,,,415298
279,280,10005,Pave,ClearCr,2Story,1977,Y,4,1,Attchd,1977.0,505,0,,,192000
280,281,11287,Pave,SawyerW,2Story,1989,Y,3,1,Attchd,1989.0,575,0,,,228500
281,282,7200,Pave,Somerst,1Story,2006,Y,2,0,Attchd,2006.0,572,0,,,185000
282,283,5063,Pave,NridgHt,1Story,2007,Y,2,1,Attchd,2008.0,626,0,,,207500
283,284,9612,Pave,Somerst,1Story,2008,Y,3,1,Attchd,2008.0,898,0,,,244600
284,285,8012,Pave,SawyerW,1Story,1992,Y,2,0,Attchd,1992.0,529,0,,,179200
285,286,4251,Pave,Somerst,2Story,2006,Y,2,0,Detchd,2006.0,528,0,,,164700
286,287,9786,Pave,NAmes,1.5Fin,1962,Y,3,1,Attchd,1962.0,440,0,,GdPrv,159000
287,288,8125,Pave,NAmes,1Story,1971,Y,3,0,,,0,0,,,88000
288,289,9819,Pave,Sawyer,1Story,1967,Y,3,0,Detchd,1970.0,280,0,,MnPrv,122000
289,290,8730,Pave,BrkSide,2Story,1915,Y,3,0,Detchd,2003.0,384,0,,,153575
290,291,15611,Pave,CollgCr,2Story,2006,Y,3,1,Attchd,2006.0,685,0,,,233230
291,292,5687,Pave,SWISU,2Story,1912,N,6,0,,,0,0,,,135900
292,293,11409,Pave,Edwards,1.5Fin,1949,Y,3,1,Attchd,1949.0,281,0,,,131000
293,294,16659,Pave,NWAmes,2Story,1977,Y,3,1,Attchd,1977.0,539,0,,,235000
294,295,9600,Pave,NAmes,1Story,1953,Y,3,2,Attchd,1953.0,418,0,,,167000
295,296,7937,Pave,Mitchel,SLvl,1984,Y,3,0,Detchd,1984.0,588,0,,GdPrv,142500
296,297,13710,Pave,IDOTRR,1.5Fin,1950,Y,4,0,Attchd,1950.0,282,0,,MnPrv,152000
297,298,7399,Pave,Somerst,2Story,1997,Y,3,1,Detchd,1997.0,576,0,,,239000
298,299,11700,Pave,NWAmes,2Story,1968,Y,3,1,Attchd,1968.0,539,0,,,175000
299,300,14000,Pave,Crawfor,1Story,1950,Y,3,1,Attchd,1950.0,300,0,,GdPrv,158500
300,301,15750,Pave,Crawfor,1Story,1953,Y,2,2,Attchd,1953.0,375,0,,,157000
301,302,16226,Pave,CollgCr,2Story,1998,Y,4,1,BuiltIn,1998.0,683,0,,,267000
302,303,13704,Pave,CollgCr,1Story,2001,Y,3,1,Attchd,2001.0,843,0,,,205000
303,304,9800,Pave,CollgCr,1Story,1972,Y,3,0,Attchd,1975.0,552,0,,GdWo,149900
304,305,18386,Pave,OldTown,2.5Fin,1880,Y,3,1,Attchd,2003.0,870,0,,,295000
305,306,10386,Pave,CollgCr,1Story,2004,Y,3,0,Attchd,2004.0,888,0,,,305900
306,307,13474,Pave,SawyerW,2Story,1990,Y,4,1,Attchd,1990.0,746,0,,,225000
307,308,7920,Pave,IDOTRR,1.5Fin,1920,Y,3,0,,,0,0,,MnPrv,89500
308,309,12342,Pave,Edwards,1Story,1940,Y,1,0,Detchd,1961.0,539,0,,,82500
309,310,12378,Pave,NridgHt,1Story,2003,Y,3,3,Attchd,2003.0,708,0,,,360000
310,311,7685,Pave,Gilbert,2Story,1993,Y,3,1,Attchd,1993.0,420,0,,,165600
311,312,8000,Pave,NAmes,1Story,1948,Y,2,1,Detchd,1948.0,240,0,,,132000
312,313,7800,Pave,OldTown,1.5Fin,1939,Y,3,1,Detchd,1939.0,410,0,,MnPrv,119900
313,314,215245,Pave,Timber,1Story,1965,Y,3,2,Attchd,1965.0,513,0,,,375000
314,315,9600,Pave,OldTown,2Story,1925,Y,3,1,Detchd,1925.0,546,0,,,178000
315,316,7795,Pave,Gilbert,2Story,2004,Y,3,1,Attchd,2004.0,432,0,,,188500
316,317,13005,Pave,NWAmes,2Story,1980,Y,4,1,Attchd,1983.0,484,0,,GdPrv,260000
317,318,9000,Pave,Somerst,2Story,2006,Y,3,1,Attchd,2006.0,1025,0,,,270000
318,319,9900,Pave,NoRidge,2Story,1993,Y,4,1,Attchd,1993.0,656,0,,,260000
319,320,14115,Pave,NWAmes,SLvl,1980,Y,3,2,Attchd,1980.0,588,0,,,187500
320,321,16259,Pave,NridgHt,2Story,2006,Y,4,0,Attchd,2006.0,840,0,,,342643
321,322,12099,Pave,NridgHt,2Story,2004,Y,4,1,BuiltIn,2004.0,872,0,,,354000
322,323,10380,Pave,SawyerW,2Story,1986,Y,4,1,Attchd,1987.0,576,0,,MnPrv,301000
323,324,5820,Pave,OldTown,1Story,1955,Y,3,0,Attchd,1955.0,220,0,,,126175
324,325,11275,Pave,NAmes,SLvl,1967,Y,5,1,BuiltIn,1961.0,564,0,,,242000
325,326,5000,Pave,IDOTRR,1.5Unf,1941,N,2,0,Detchd,1941.0,360,0,,,87000
326,327,10846,Pave,Veenker,1Story,1993,Y,1,2,Attchd,1993.0,473,0,,,324000
327,328,11600,Pave,NAmes,1Story,1960,Y,3,0,Attchd,1960.0,292,0,,,145250
328,329,11888,Pave,BrkSide,2.5Unf,1916,N,5,0,Detchd,1930.0,441,0,,,214500
329,330,6402,Pave,IDOTRR,2Story,1920,N,3,0,Detchd,1920.0,189,0,,GdWo,78000
330,331,10624,Pave,NAmes,1Story,1964,Y,6,0,Detchd,2002.0,352,0,,,119000
331,332,8176,Pave,NAmes,1Story,1958,Y,3,0,Attchd,1958.0,308,0,,,139000
332,333,10655,Pave,NridgHt,1Story,2003,Y,3,1,Attchd,2003.0,880,0,,,284000
333,334,8198,Pave,NridgHt,1Story,2004,Y,2,1,Attchd,2004.0,484,0,,,207000
334,335,9042,Pave,Gilbert,2Story,1998,Y,3,2,Attchd,1998.0,472,0,,,192000
335,336,164660,Grvl,Timber,1.5Fin,1965,Y,3,2,Attchd,1965.0,529,0,,,228950
336,337,14157,Pave,StoneBr,1Story,2005,Y,3,1,Attchd,2005.0,676,0,,,377426
337,338,9135,Pave,CollgCr,1Story,2002,Y,3,0,Attchd,2002.0,532,0,,,214000
338,339,14145,Pave,NWAmes,1Story,1984,Y,3,0,Attchd,1984.0,440,0,,,202500
339,340,12400,Pave,NAmes,1Story,1958,Y,3,0,Attchd,1958.0,297,0,,,155000
340,341,14191,Pave,Timber,2Story,2002,Y,4,0,Attchd,2002.0,431,0,,,202900
341,342,8400,Pave,SawyerW,1Story,1950,Y,2,0,CarPort,1950.0,294,0,,,82000
342,343,8544,Pave,NAmes,1Story,1949,N,2,0,Detchd,1949.0,400,0,,,87500
343,344,8849,Pave,NridgHt,1Story,2005,Y,2,1,Attchd,2005.0,564,0,,,266000
344,345,2592,Pave,MeadowV,2Story,1976,Y,3,0,Attchd,1976.0,336,0,,,85000
345,346,6435,Pave,BrkSide,1.5Fin,1939,Y,3,1,Detchd,1939.0,312,0,,,140200
346,347,12772,Pave,NAmes,1Story,1960,Y,2,0,Attchd,1960.0,301,0,,,151500
347,348,17600,Pave,NAmes,1Story,1960,Y,3,2,Attchd,1960.0,498,0,,,157500
348,349,2448,Pave,NridgHt,2Story,2003,Y,2,0,BuiltIn,2003.0,474,0,,,154000
349,350,20431,Pave,NridgHt,2Story,2005,Y,4,2,Attchd,2006.0,706,0,,,437154
350,351,7820,Pave,NridgHt,1Story,2007,Y,2,1,Attchd,2007.0,617,0,,,318061
351,352,5271,Pave,ClearCr,1Story,1986,Y,2,1,Attchd,1986.0,445,0,,,190000
352,353,9084,Pave,Edwards,1.5Fin,1941,N,3,0,Detchd,1941.0,200,0,,,95000
353,354,8520,Pave,OldTown,1Story,1928,Y,2,0,Detchd,2005.0,484,0,,,105900
354,355,8400,Pave,SWISU,1.5Fin,1940,Y,2,2,Attchd,1940.0,240,0,,,140000
355,356,11249,Pave,CollgCr,1Story,1995,Y,3,0,Attchd,1995.0,521,0,,,177500
356,357,9248,Pave,Gilbert,1Story,1992,Y,3,0,Attchd,1992.0,400,0,,,173000
357,358,4224,Pave,MeadowV,1Story,1976,Y,3,1,Attchd,1976.0,528,0,,MnPrv,134000
358,359,6930,Pave,ClearCr,SLvl,1958,Y,3,0,BuiltIn,1958.0,288,0,,,130000
359,360,12011,Pave,NoRidge,2Story,1998,Y,3,1,Attchd,1998.0,592,0,,,280000
360,361,7540,Pave,Mitchel,SFoyer,1978,Y,2,1,Attchd,1978.0,470,0,,MnPrv,156000
361,362,9144,Pave,BrkSide,1.5Fin,1940,Y,3,0,Detchd,1940.0,240,0,,,145000
362,363,7301,Pave,Edwards,SFoyer,2003,Y,4,1,BuiltIn,2003.0,672,0,,,198500
363,364,1680,Pave,BrDale,2Story,1972,Y,2,0,Detchd,1972.0,264,0,,,118000
364,365,18800,Pave,NWAmes,2Story,1976,Y,3,1,Attchd,1976.0,566,0,,,190000
365,366,10690,Pave,IDOTRR,2Story,1920,Y,3,0,Detchd,1964.0,468,0,,,147000
366,367,9500,Pave,NAmes,1Story,1963,Y,3,2,Attchd,1963.0,514,0,,,159000
367,368,9150,Pave,NAmes,SLvl,1962,Y,3,1,Basment,1962.0,296,0,,,165000
368,369,7800,Pave,NAmes,1Story,1954,Y,2,1,Attchd,1954.0,244,0,,,132000
369,370,9830,Pave,NAmes,1Story,1959,Y,3,1,Detchd,1997.0,576,0,,,162000
370,371,8121,Pave,Gilbert,2Story,2000,Y,3,1,Attchd,2000.0,460,0,,,172400
371,372,17120,Pave,ClearCr,1.5Fin,1959,Y,4,1,Detchd,1991.0,680,0,,,134432
372,373,7175,Pave,SawyerW,1Story,1984,Y,2,0,Attchd,1984.0,264,0,,MnPrv,125000
373,374,10634,Pave,NAmes,1Story,1953,Y,3,0,Attchd,1953.0,270,0,,GdWo,123000
374,375,8200,Pave,CollgCr,2Story,2003,Y,4,1,BuiltIn,2003.0,434,0,,,219500
375,376,10020,Pave,Edwards,1Story,1922,N,1,0,,,0,0,,,61000
376,377,8846,Pave,CollgCr,SFoyer,1996,Y,2,0,Detchd,1998.0,576,0,,,148000
377,378,11143,Pave,Somerst,2Story,2004,Y,4,1,Attchd,2004.0,610,0,,,340000
378,379,11394,Pave,StoneBr,1Story,2010,Y,1,1,Attchd,2010.0,834,0,,,394432
379,380,8123,Pave,Gilbert,2Story,2000,Y,3,1,Attchd,2000.0,463,0,,,179000
380,381,5000,Pave,SWISU,1.5Fin,1924,Y,3,1,Detchd,1924.0,308,0,,,127000
381,382,7200,Pave,Somerst,1Story,2006,Y,2,1,Attchd,2006.0,572,0,,,187750
382,383,9245,Pave,CollgCr,2Story,2006,Y,3,0,Attchd,2006.0,639,0,,,213500
383,384,9000,Pave,SawyerW,1.5Unf,1928,N,2,0,Detchd,1950.0,360,0,,,76000
384,385,53107,Pave,ClearCr,2Story,1992,Y,3,2,Attchd,1992.0,501,0,,,240000
385,386,3182,Pave,Blmngtn,1Story,2004,Y,2,1,Attchd,2004.0,430,0,,,192000
386,387,8410,Pave,Edwards,1.5Fin,1910,Y,5,0,,,0,0,,,81000
387,388,7200,Pave,Edwards,SLvl,1976,Y,3,1,Detchd,1977.0,352,0,,GdWo,125000
388,389,9382,Pave,CollgCr,1Story,1999,Y,3,0,Attchd,1999.0,577,0,,,191000
389,390,12474,Pave,NridgHt,2Story,2007,Y,3,1,BuiltIn,2008.0,846,0,,,426000
390,391,8405,Pave,Edwards,1.5Fin,1900,Y,4,0,Detchd,1978.0,384,0,,MnPrv,119000
391,392,12209,Pave,Mitchel,2Story,2001,Y,3,1,BuiltIn,2001.0,560,0,,,215000
392,393,8339,Pave,NAmes,1Story,1959,Y,3,0,Attchd,1959.0,294,0,,MnPrv,106500
393,394,7446,Pave,BrkSide,1Story,1941,Y,2,2,,,0,0,,GdWo,100000
394,395,10134,Pave,OldTown,1.5Fin,1940,Y,2,0,Detchd,1940.0,240,0,,,109000
395,396,9571,Pave,Edwards,1Story,1956,Y,3,0,Attchd,1956.0,596,0,,,129000
396,397,7200,Pave,CollgCr,1Story,1972,Y,2,0,Detchd,1985.0,600,0,,,123000
397,398,7590,Pave,NAmes,2Story,1962,Y,4,1,Attchd,1962.0,264,0,,,169500
398,399,8967,Pave,IDOTRR,1Story,1920,Y,2,0,Detchd,1920.0,338,0,,,67000
399,400,8125,Pave,Somerst,2Story,2006,Y,2,0,Attchd,2007.0,438,0,,,241000
400,401,14963,Pave,Veenker,1Story,1996,Y,1,2,Attchd,1996.0,500,0,,,245500
401,402,8767,Pave,CollgCr,1Story,2005,Y,3,1,Attchd,2005.0,400,0,,,164990
402,403,10200,Pave,Sawyer,1Story,1940,Y,2,0,Detchd,1940.0,240,0,,GdPrv,108000
403,404,12090,Pave,NoRidge,2Story,1998,Y,4,1,BuiltIn,1998.0,420,0,,,258000
404,405,10364,Pave,Gilbert,2Story,1995,Y,3,1,BuiltIn,1995.0,373,0,,,168000
405,406,9991,Pave,Sawyer,1Story,1976,Y,3,1,Attchd,1993.0,490,0,,GdWo,150000
406,407,10480,Pave,SWISU,1.5Fin,1936,Y,3,0,Detchd,1936.0,240,0,,,115000
407,408,15576,Pave,Crawfor,2Story,1915,Y,4,0,Attchd,1960.0,308,0,,,177000
408,409,14154,Pave,NridgHt,2Story,2006,Y,3,1,Attchd,2006.0,947,0,,,280000
409,410,10800,Pave,Somerst,2Story,2007,Y,3,1,Attchd,2008.0,836,0,,,339750
410,411,9571,Pave,Edwards,1Story,1958,Y,3,0,Attchd,1958.0,350,0,,,60000
411,412,34650,Pave,Gilbert,1Story,1955,N,3,0,Attchd,1955.0,572,0,,,145000
412,413,4403,Pave,Somerst,1Story,2009,Y,2,1,Attchd,2009.0,484,0,,,222000
413,414,8960,Pave,OldTown,1Story,1927,Y,2,1,Detchd,1927.0,360,0,,,115000
414,415,11228,Pave,SawyerW,2Story,1993,Y,3,1,Attchd,1993.0,678,0,,,228000
415,416,8899,Pave,Gilbert,1Story,2007,Y,3,0,Attchd,2007.0,396,0,,,181134
416,417,7844,Pave,Sawyer,2Story,1978,Y,3,1,Attchd,1978.0,440,0,,,149500
417,418,22420,Pave,Crawfor,2Story,1918,N,4,1,Detchd,1918.0,864,0,,,239000
418,419,8160,Pave,Edwards,1.5Fin,1940,N,3,0,Detchd,1940.0,240,0,,,126000
419,420,8450,Pave,NAmes,1Story,1968,Y,3,1,Attchd,1968.0,304,0,,,142000
420,421,7060,Pave,Mitchel,SFoyer,1997,Y,2,0,Attchd,1997.0,784,0,,,206300
421,422,16635,Pave,NWAmes,1Story,1977,Y,3,1,Attchd,1977.0,529,0,,,215000
422,423,21750,Pave,Mitchel,1Story,1954,Y,2,0,Attchd,1954.0,520,0,,,113000
423,424,9200,Pave,NoRidge,2Story,1998,Y,4,1,Attchd,1998.0,696,0,,,315000
424,425,9000,Pave,NAmes,1Story,1956,Y,2,1,Attchd,1956.0,297,0,,,139000
425,426,3378,Pave,OldTown,2Story,1946,Y,3,2,Detchd,1947.0,240,0,,,135000
426,427,12800,Pave,SawyerW,SLvl,1989,Y,2,1,Attchd,1989.0,569,0,,,275000
427,428,8593,Pave,NAmes,1Story,1957,Y,3,0,Detchd,1964.0,352,0,,,109008
428,429,6762,Pave,CollgCr,1Story,2007,Y,2,0,Attchd,2007.0,628,0,,,195400
429,430,11457,Pave,Timber,1Story,1988,Y,3,1,Attchd,1988.0,576,0,,,175000
430,431,1680,Pave,BrDale,2Story,1971,Y,2,0,Detchd,1971.0,264,0,,,85400
431,432,5586,Pave,OldTown,1.5Fin,1920,Y,4,0,,,0,0,,MnPrv,79900
432,433,1920,Pave,BrDale,2Story,1971,Y,2,0,Detchd,1971.0,440,0,,,122500
433,434,10839,Pave,Gilbert,2Story,1997,Y,3,1,Attchd,1997.0,470,0,,,181000
434,435,1890,Pave,MeadowV,SFoyer,1972,Y,1,0,,,0,0,,,81000
435,436,10667,Pave,CollgCr,2Story,1996,Y,3,1,Attchd,1996.0,550,0,,,212000
436,437,4400,Pave,OldTown,1.5Fin,1920,Y,2,0,Detchd,1990.0,440,0,,,116000
437,438,6000,Pave,BrkSide,1.5Unf,1926,Y,2,0,Detchd,1926.0,180,0,,,119000
438,439,4280,Pave,Crawfor,1Story,1913,N,2,1,Detchd,1990.0,352,0,,MnPrv,90350
439,440,12354,Pave,Edwards,1.5Fin,1920,Y,3,0,Detchd,2005.0,528,0,,GdPrv,110000
440,441,15431,Pave,NridgHt,1Story,2008,Y,2,2,Attchd,2008.0,672,0,,,555000
441,442,12108,Pave,Edwards,1Story,1955,N,4,0,,,0,0,,,118000
442,443,6240,Pave,BrkSide,1.5Fin,1930,Y,3,1,Detchd,1930.0,360,0,,,162900
443,444,3922,Pave,Blmngtn,1Story,2006,Y,2,1,Attchd,2007.0,648,0,,,172500
444,445,8750,Pave,CollgCr,2Story,1994,Y,4,1,Attchd,1994.0,493,0,,,210000
445,446,9855,Pave,Edwards,1Story,1956,Y,3,1,Attchd,1956.0,480,0,,MnPrv,127500
446,447,16492,Pave,NAmes,1Story,1966,Y,2,1,Attchd,1966.0,578,0,,,190000
447,448,11214,Pave,Gilbert,2Story,1998,Y,4,1,Attchd,1998.0,431,0,,,199900
448,449,8600,Pave,IDOTRR,1.5Fin,1937,Y,3,1,Detchd,1937.0,198,0,,,119500
449,450,6000,Pave,OldTown,1.5Fin,1948,Y,2,0,Detchd,1981.0,308,0,,,120000
450,451,5684,Pave,OldTown,1Story,1930,Y,2,0,Detchd,1932.0,270,0,,,110000
451,452,70761,Pave,ClearCr,1Story,1975,Y,2,2,Attchd,1975.0,576,0,,,280000
452,453,9303,Pave,Timber,2Story,1996,Y,3,0,Attchd,1996.0,422,0,,,204000
453,454,9000,Pave,Somerst,2Story,2008,Y,3,0,Attchd,2008.0,676,0,,,210000
454,455,9297,Pave,Mitchel,1Story,1976,Y,4,0,Detchd,1976.0,560,0,,,188000
455,456,9600,Pave,NWAmes,1Story,1973,Y,3,1,Attchd,1973.0,528,0,,,175500
456,457,4571,Pave,OldTown,2Story,1916,N,4,0,Detchd,1916.0,513,0,,,98000
457,458,53227,Pave,ClearCr,1Story,1954,Y,2,2,Attchd,1954.0,529,0,,,256000
458,459,5100,Pave,OldTown,2Story,1925,Y,3,1,Detchd,1925.0,228,0,,MnPrv,161000
459,460,7015,Pave,BrkSide,1.5Fin,1950,Y,3,1,Detchd,1950.0,352,0,,,110000
460,461,8004,Pave,Somerst,2Story,2009,Y,3,0,BuiltIn,2009.0,552,0,,,263435
461,462,7200,Pave,SWISU,2Story,1936,Y,3,0,Detchd,1971.0,576,0,,MnPrv,155000
462,463,8281,Pave,Sawyer,1Story,1965,Y,3,1,Detchd,1965.0,360,0,,GdWo,62383
463,464,11988,Pave,Crawfor,2Story,1934,Y,3,1,Detchd,1939.0,240,0,,,188700
464,465,8430,Pave,CollgCr,1Story,1978,Y,3,0,,,0,0,,,124000
465,466,3072,Pave,Blmngtn,1Story,2004,Y,2,1,Attchd,2004.0,398,0,,,178740
466,467,10628,Pave,NAmes,1Story,1970,Y,2,1,Attchd,1970.0,526,0,,GdWo,167000
467,468,9480,Pave,NAmes,2Story,1942,Y,3,2,Attchd,1942.0,312,0,,,146500
468,469,11428,Pave,NridgHt,1Story,2006,Y,3,1,Attchd,2006.0,866,0,,,250000
469,470,9291,Pave,SawyerW,2Story,1993,Y,3,0,Attchd,1993.0,506,0,,,187000
470,471,6820,Pave,StoneBr,1Story,1985,Y,1,0,Attchd,1985.0,528,0,,,212000
471,472,11952,Pave,NWAmes,2Story,1977,Y,3,1,Attchd,1977.0,534,0,,,190000
472,473,3675,Pave,Edwards,SLvl,2005,Y,2,0,Basment,2005.0,525,0,,,148000
473,474,14977,Pave,NridgHt,1Story,2006,Y,2,1,Attchd,2006.0,908,0,,,440000
474,475,5330,Pave,StoneBr,1Story,2000,Y,2,0,Attchd,2000.0,499,0,,,251000
475,476,8480,Pave,Sawyer,1Story,1963,Y,2,0,Detchd,1996.0,624,0,,,132500
476,477,13125,Pave,CollgCr,1Story,1997,Y,3,1,Attchd,1997.0,508,0,,,208900
477,478,13693,Pave,NridgHt,2Story,2006,Y,3,1,BuiltIn,2006.0,694,0,,,380000
478,479,10637,Pave,CollgCr,1Story,2007,Y,3,1,Attchd,2007.0,826,0,,,297000
479,480,5925,Pave,OldTown,1Story,1937,Y,2,0,Detchd,1995.0,672,0,,MnPrv,89471
480,481,16033,Pave,NridgHt,1Story,2004,Y,3,1,Attchd,2004.0,772,0,,,326000
481,482,11846,Pave,NridgHt,1Story,2003,Y,2,1,Attchd,2003.0,874,0,,,374000
482,483,2500,Pave,OldTown,2Story,1915,Y,4,1,Attchd,1915.0,164,0,,,155000
483,484,4500,Pave,Mitchel,1Story,1998,Y,2,0,Attchd,1998.0,402,0,,,164000
484,485,7758,Pave,Sawyer,1Story,1962,Y,3,0,Detchd,1963.0,264,0,,,132500
485,486,9600,Pave,NAmes,1Story,1950,Y,3,1,Attchd,1950.0,264,0,,,147000
486,487,10289,Pave,NAmes,1Story,1965,Y,3,0,Attchd,1965.0,515,0,,,156000
487,488,12243,Pave,NWAmes,1Story,1971,Y,3,1,Attchd,1971.0,487,0,,,175000
488,489,10800,Pave,OldTown,1.5Fin,1900,N,3,1,Attchd,1970.0,520,0,,,160000
489,490,1526,Pave,MeadowV,SFoyer,1970,Y,1,0,Attchd,1970.0,286,0,,,86000
490,491,2665,Pave,MeadowV,2Story,1976,Y,3,1,BuiltIn,1976.0,336,0,,,115000
491,492,9490,Pave,NAmes,1.5Fin,1941,Y,3,2,Attchd,1941.0,240,0,,MnPrv,133000
492,493,15578,Pave,Gilbert,2Story,2006,Y,3,0,Attchd,2006.0,429,0,,,172785
493,494,7931,Pave,NAmes,1Story,1960,Y,3,1,Detchd,1964.0,308,0,,,155000
494,495,5784,Pave,OldTown,1Story,1938,Y,2,0,Attchd,1938.0,273,0,,,91300
495,496,7879,Pave,IDOTRR,1Story,1920,N,2,0,,,0,0,,GdWo,34900
496,497,12692,Pave,NoRidge,1Story,1992,Y,4,1,Attchd,1992.0,546,0,,,430000
497,498,9120,Pave,BrkSide,1.5Fin,1925,Y,4,0,Detchd,1925.0,240,0,,GdPrv,184000
498,499,7800,Pave,Sawyer,1Story,1967,Y,3,0,Attchd,1967.0,288,0,,MnPrv,130000
499,500,7535,Pave,NAmes,1Story,1958,Y,2,0,Attchd,1958.0,297,0,,MnWw,120000
500,501,1890,Pave,BrDale,2Story,1973,Y,3,0,Detchd,1973.0,264,0,,,113000
501,502,9803,Pave,Somerst,2Story,2005,Y,3,0,Attchd,2005.0,603,0,,,226700
502,503,9170,Pave,Edwards,1Story,1965,Y,2,0,Detchd,1965.0,461,0,,GdPrv,140000
503,504,15602,Pave,Crawfor,1Story,1959,Y,1,2,Attchd,1959.0,484,0,,GdWo,289000
504,505,2308,Pave,NPkVill,2Story,1974,Y,3,1,Attchd,1974.0,440,0,,,147000
505,506,7596,Pave,OldTown,2Story,1952,Y,4,0,Detchd,1952.0,400,0,,,124500
506,507,9554,Pave,SawyerW,2Story,1993,Y,3,1,Attchd,1993.0,471,0,,,215000
507,508,7862,Pave,Somerst,1Story,2009,Y,2,0,Attchd,2009.0,676,0,,,208300
508,509,9600,Pave,OldTown,2Story,1928,Y,3,1,Detchd,1928.0,360,0,,,161000
509,510,9600,Pave,NAmes,1Story,1959,Y,3,0,Attchd,1959.0,270,0,,MnPrv,124500
510,511,14559,Pave,NAmes,1Story,1951,Y,2,2,CarPort,1951.0,288,0,,,164900
511,512,6792,Pave,NridgHt,1Story,2005,Y,2,1,Attchd,2005.0,474,0,,,202665
512,513,9100,Pave,NAmes,1Story,1958,Y,3,0,Detchd,1964.0,624,0,,,129900
513,514,9187,Pave,Mitchel,1Story,1983,Y,3,0,Attchd,1983.0,484,0,,,134000
514,515,10594,Pave,Crawfor,1.5Unf,1926,N,2,0,Detchd,1926.0,200,0,,MnPrv,96500
515,516,12220,Pave,NridgHt,1Story,2009,Y,3,1,Attchd,2009.0,900,0,,,402861
516,517,10448,Pave,NWAmes,SLvl,1972,Y,3,1,Attchd,1972.0,583,0,,GdPrv,158000
517,518,10208,Pave,NoRidge,2Story,1996,Y,3,1,Attchd,1996.0,889,0,,,265000
518,519,9531,Pave,CollgCr,2Story,1998,Y,3,0,Attchd,1998.0,546,0,,MnPrv,211000
519,520,10918,Pave,Crawfor,2Story,1926,Y,3,2,Detchd,1926.0,282,0,,MnPrv,234000
520,521,10800,Pave,OldTown,2Story,1900,N,3,0,,,0,0,,,106250
521,522,11988,Pave,NAmes,1Story,1957,Y,3,2,Attchd,1957.0,336,0,,,150000
522,523,5000,Pave,BrkSide,1.5Fin,1947,Y,3,2,Detchd,1950.0,420,0,,,159000
523,524,40094,Pave,Edwards,2Story,2007,Y,3,1,BuiltIn,2007.0,884,0,,,184750
524,525,11787,Pave,NoRidge,2Story,1996,Y,3,1,Attchd,1996.0,834,0,,,315750
525,526,7500,Pave,Somerst,1Story,2005,Y,3,1,Attchd,2005.0,453,0,,,176000
526,527,13300,Pave,NAmes,1Story,1956,Y,2,0,Attchd,1956.0,252,0,,,132000
527,528,14948,Pave,NridgHt,2Story,2008,Y,3,1,Attchd,2008.0,858,0,,,446261
528,529,9098,Pave,Edwards,1Story,1920,Y,2,0,,,0,0,,,86000
529,530,32668,Pave,Crawfor,1Story,1957,Y,4,2,Attchd,1975.0,484,0,,,200624
530,531,10200,Pave,Timber,SLvl,1988,Y,3,1,Attchd,1988.0,600,0,,,175000
531,532,6155,Pave,BrkSide,2Story,1920,Y,3,0,Detchd,1920.0,502,0,,,128000
532,533,7200,Pave,NAmes,1Story,1955,Y,2,1,Detchd,1967.0,392,0,,,107500
533,534,5000,Pave,BrkSide,1Story,1946,N,1,0,,,0,0,,,39300
534,535,9056,Pave,Gilbert,2Story,2004,Y,3,1,Attchd,2004.0,403,0,,,178000
535,536,7000,Pave,Edwards,2Story,1910,Y,3,0,,,0,0,,,107500
536,537,8924,Pave,CollgCr,2Story,1998,Y,3,0,Attchd,1998.0,527,0,,,188000
537,538,12735,Pave,NAmes,1Story,1972,Y,3,0,Detchd,1980.0,576,0,,MnWw,111250
538,539,11553,Pave,Sawyer,1Story,1968,Y,3,1,Attchd,1968.0,336,0,,,158000
539,540,11423,Pave,CollgCr,1Story,2001,Y,3,1,Attchd,2001.0,670,0,,MnPrv,272000
540,541,14601,Pave,Timber,1Story,2006,Y,2,1,Attchd,2006.0,765,0,,,315000
541,542,11000,Pave,NoRidge,2Story,2000,Y,4,1,BuiltIn,2000.0,648,0,,,248000
542,543,10140,Pave,NWAmes,1Story,1998,Y,3,1,Attchd,1998.0,583,0,,,213250
543,544,4058,Pave,NAmes,SFoyer,1998,Y,1,0,Attchd,1998.0,367,0,,,133000
544,545,17104,Pave,Gilbert,2Story,2006,Y,3,1,Attchd,2006.0,426,0,,,179665
545,546,13837,Pave,NWAmes,1.5Fin,1988,Y,4,0,Attchd,1988.0,786,0,,,229000
546,547,8737,Pave,BrkSide,1.5Fin,1923,Y,3,1,Detchd,1950.0,440,0,,,210000
